"project","language","article","access","agent","granularity","date","views"
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-01,45
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-02,59
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-03,63
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-04,116
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-05,106
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-06,128
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-07,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-08,127
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-09,80
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-10,78
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-11,144
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-12,127
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-13,121
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-14,114
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-15,110
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-16,53
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-17,86
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-18,92
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-19,119
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-20,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-21,107
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-22,119
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-23,70
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-24,106
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-25,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-26,120
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-27,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-28,123
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-29,99
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-30,53
"wikipedia","en","Threatened_species","desktop","user","daily",2016-01-31,96
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-01,124
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-02,144
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-03,137
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-04,128
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-05,112
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-06,69
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-07,78
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-08,98
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-09,122
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-10,141
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-11,112
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-12,102
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-13,66
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-14,63
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-15,108
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-16,146
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-17,129
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-18,110
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-19,300
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-20,94
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-21,103
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-22,152
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-23,136
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-24,126
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-25,125
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-26,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-27,70
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-28,87
"wikipedia","en","Threatened_species","desktop","user","daily",2016-02-29,170
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-01,141
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-02,174
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-03,122
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-04,111
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-05,94
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-06,74
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-07,136
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-08,144
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-09,120
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-10,139
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-11,99
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-12,97
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-13,65
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-14,121
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-15,128
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-16,124
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-17,117
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-18,80
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-19,73
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-20,69
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-21,151
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-22,97
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-23,93
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-24,111
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-25,55
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-26,67
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-27,84
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-28,101
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-29,103
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-30,110
"wikipedia","en","Threatened_species","desktop","user","daily",2016-03-31,116
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-01,107
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-02,72
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-03,73
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-04,137
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-05,138
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-06,126
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-07,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-08,112
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-09,89
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-10,77
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-11,133
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-12,120
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-13,135
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-14,102
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-15,129
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-16,68
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-17,88
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-18,147
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-19,106
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-20,138
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-21,123
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-22,91
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-23,77
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-24,86
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-25,131
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-26,108
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-27,144
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-28,134
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-29,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-04-30,82
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-01,70
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-02,145
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-03,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-04,153
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-05,155
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-06,169
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-07,72
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-08,76
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-09,149
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-10,154
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-11,148
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-12,120
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-13,101
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-14,89
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-15,85
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-16,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-17,132
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-18,172
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-19,136
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-20,109
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-21,81
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-22,86
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-23,155
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-24,139
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-25,171
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-26,116
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-27,121
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-28,61
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-29,99
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-30,119
"wikipedia","en","Threatened_species","desktop","user","daily",2016-05-31,139
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-01,124
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-02,122
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-03,110
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-04,68
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-05,63
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-06,116
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-07,86
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-08,95
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-09,187
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-10,102
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-11,64
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-12,55
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-13,106
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-14,118
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-15,118
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-16,101
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-17,77
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-18,60
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-19,75
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-20,93
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-21,99
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-22,86
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-23,90
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-24,99
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-25,58
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-26,75
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-27,79
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-28,93
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-29,93
"wikipedia","en","Threatened_species","desktop","user","daily",2016-06-30,73
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-01,65
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-02,85
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-03,69
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-04,75
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-05,64
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-06,56
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-07,91
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-08,62
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-09,65
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-10,81
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-11,74
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-12,98
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-13,90
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-14,71
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-15,52
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-16,61
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-17,69
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-18,85
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-19,103
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-20,103
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-21,100
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-22,68
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-23,87
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-24,79
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-25,122
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-26,132
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-27,136
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-28,100
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-29,90
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-30,97
"wikipedia","en","Threatened_species","desktop","user","daily",2016-07-31,124
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-01,190
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-02,214
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-03,195
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-04,179
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-05,115
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-06,110
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-07,194
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-08,187
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-09,207
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-10,138
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-11,149
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-12,112
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-13,86
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-14,118
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-15,132
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-16,124
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-17,97
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-18,125
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-19,101
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-20,66
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-21,91
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-22,101
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-23,106
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-24,117
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-25,98
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-26,83
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-27,47
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-28,83
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-29,92
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-30,115
"wikipedia","en","Threatened_species","desktop","user","daily",2016-08-31,119
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-01,128
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-02,81
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-03,75
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-04,77
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-05,108
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-06,179
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-07,177
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-08,128
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-09,93
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-10,70
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-11,71
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-12,126
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-13,138
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-14,128
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-15,93
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-16,95
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-17,60
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-18,86
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-19,126
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-20,102
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-21,123
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-22,127
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-23,100
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-24,65
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-25,80
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-26,110
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-27,117
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-28,125
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-29,119
"wikipedia","en","Threatened_species","desktop","user","daily",2016-09-30,101
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-01,87
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-02,100
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-03,108
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-04,173
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-05,134
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-06,146
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-07,118
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-08,74
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-09,108
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-10,98
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-11,152
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-12,126
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-13,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-14,96
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-15,67
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-16,113
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-17,134
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-18,116
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-19,144
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-20,112
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-21,104
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-22,66
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-23,84
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-24,141
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-25,252
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-26,127
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-27,130
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-28,99
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-29,45
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-30,78
"wikipedia","en","Threatened_species","desktop","user","daily",2016-10-31,107
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-01,137
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-02,131
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-03,115
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-04,114
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-05,65
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-06,81
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-07,138
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-08,131
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-09,144
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-10,124
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-11,85
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-12,69
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-13,68
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-14,137
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-15,119
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-16,160
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-17,137
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-18,122
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-19,90
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-20,99
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-21,135
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-22,144
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-23,88
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-24,94
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-25,76
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-26,72
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-27,73
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-28,177
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-29,162
"wikipedia","en","Threatened_species","desktop","user","daily",2016-11-30,149
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-01,193
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-02,113
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-03,67
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-04,88
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-05,159
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-06,147
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-07,113
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-08,135
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-09,110
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-10,65
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-11,93
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-12,115
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-13,175
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-14,115
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-15,131
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-16,96
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-17,68
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-18,63
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-19,85
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-20,126
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-21,74
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-22,76
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-23,58
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-24,50
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-25,47
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-26,52
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-27,83
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-28,86
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-29,93
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-30,88
"wikipedia","en","Threatened_species","desktop","user","daily",2016-12-31,50
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-01,60
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-02,110
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-03,111
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-04,105
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-05,105
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-06,103
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-07,98
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-08,92
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-09,102
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-10,86
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-11,99
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-12,111
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-13,77
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-14,91
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-15,89
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-16,78
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-17,82
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-18,78
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-19,97
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-20,115
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-21,127
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-22,85
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-23,70
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-24,125
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-25,124
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-26,269
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-27,125
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-28,89
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-29,90
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-30,64
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-01-31,109
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-01,110
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-02,105
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-03,97
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-04,101
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-05,125
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-06,68
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-07,92
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-08,100
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-09,91
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-10,114
"wikipedia","en","Threatened_species","mobile-web","user","daily",2016-02-11,97
