project,language,article,access,agent,granularity,date,views
wikipedia,en,Caribou,mobile-web,user,daily,13/03/2017,621
wikipedia,en,Caribou,mobile-web,user,daily,14/03/2017,543
wikipedia,en,Caribou,mobile-web,user,daily,15/03/2017,427
wikipedia,en,Caribou,mobile-web,user,daily,16/03/2017,421
wikipedia,en,Caribou,mobile-web,user,daily,17/03/2017,431
wikipedia,en,Caribou,mobile-web,user,daily,18/03/2017,457
wikipedia,en,Caribou,mobile-web,user,daily,19/03/2017,858
wikipedia,en,Caribou,mobile-web,user,daily,20/03/2017,610
wikipedia,en,Caribou,mobile-web,user,daily,21/03/2017,506
wikipedia,en,Caribou,mobile-web,user,daily,22/03/2017,733
wikipedia,en,Caribou,mobile-web,user,daily,23/03/2017,625
wikipedia,en,Caribou,mobile-web,user,daily,24/03/2017,590
wikipedia,en,Caribou,mobile-web,user,daily,25/03/2017,495
wikipedia,en,Caribou,mobile-web,user,daily,26/03/2017,643
wikipedia,en,Caribou,mobile-web,user,daily,27/03/2017,454
wikipedia,en,Caribou,mobile-web,user,daily,28/03/2017,435
wikipedia,en,Caribou,mobile-web,user,daily,29/03/2017,520
wikipedia,en,Caribou,mobile-web,user,daily,30/03/2017,398
wikipedia,en,Caribou,mobile-web,user,daily,31/03/2017,394
wikipedia,en,Caribou,mobile-web,user,daily,01/04/2017,507
wikipedia,en,Caribou,mobile-web,user,daily,02/04/2017,497
wikipedia,en,Caribou,mobile-web,user,daily,03/04/2017,489
wikipedia,en,Caribou,mobile-web,user,daily,04/04/2017,442
wikipedia,en,Caribou,mobile-web,user,daily,05/04/2017,472
wikipedia,en,Caribou,mobile-web,user,daily,06/04/2017,548
wikipedia,en,Caribou,mobile-web,user,daily,07/04/2017,537
wikipedia,en,Caribou,mobile-web,user,daily,08/04/2017,505
wikipedia,en,Caribou,mobile-web,user,daily,09/04/2017,538
wikipedia,en,Caribou,mobile-web,user,daily,10/04/2017,476
wikipedia,en,Caribou,mobile-web,user,daily,11/04/2017,443
wikipedia,en,Caribou,mobile-web,user,daily,12/04/2017,515
wikipedia,en,Caribou,mobile-web,user,daily,13/04/2017,449
wikipedia,en,Caribou,mobile-web,user,daily,14/04/2017,469
wikipedia,en,Caribou,mobile-web,user,daily,15/04/2017,467
wikipedia,en,Caribou,mobile-web,user,daily,16/04/2017,540
wikipedia,en,Caribou,mobile-web,user,daily,17/04/2017,455
wikipedia,en,Caribou,mobile-web,user,daily,18/04/2017,434
wikipedia,en,Caribou,mobile-web,user,daily,19/04/2017,407
wikipedia,en,Caribou,mobile-web,user,daily,20/04/2017,566
wikipedia,en,Caribou,mobile-web,user,daily,21/04/2017,525
wikipedia,en,Caribou,mobile-web,user,daily,22/04/2017,603
wikipedia,en,Caribou,mobile-web,user,daily,23/04/2017,507
wikipedia,en,Caribou,mobile-web,user,daily,24/04/2017,440
wikipedia,en,Caribou,mobile-web,user,daily,25/04/2017,461
wikipedia,en,Caribou,mobile-web,user,daily,26/04/2017,473
wikipedia,en,Caribou,mobile-web,user,daily,27/04/2017,530
wikipedia,en,Caribou,mobile-web,user,daily,28/04/2017,429
wikipedia,en,Caribou,mobile-web,user,daily,29/04/2017,470
wikipedia,en,Caribou,mobile-web,user,daily,30/04/2017,645
wikipedia,en,Carmine_bee-eater,desktop,user,daily,01/01/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,02/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,03/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,04/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,05/01/2017,6
wikipedia,en,Carmine_bee-eater,desktop,user,daily,06/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,07/01/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,08/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,09/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,10/01/2017,6
wikipedia,en,Carmine_bee-eater,desktop,user,daily,11/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,12/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,13/01/2017,3
wikipedia,en,Carmine_bee-eater,desktop,user,daily,14/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,16/01/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,17/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,18/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,19/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,20/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,21/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,22/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,24/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,25/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,26/01/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,27/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,28/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,29/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,30/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,31/01/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,02/02/2017,3
wikipedia,en,Carmine_bee-eater,desktop,user,daily,03/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,04/02/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,06/02/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,07/02/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,08/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,09/02/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,10/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,11/02/2017,6
wikipedia,en,Carmine_bee-eater,desktop,user,daily,13/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,14/02/2017,5
wikipedia,en,Carmine_bee-eater,desktop,user,daily,16/02/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,17/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,20/02/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,22/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,23/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,24/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,25/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,26/02/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,27/02/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,28/02/2017,5
wikipedia,en,Carmine_bee-eater,desktop,user,daily,01/03/2017,3
wikipedia,en,Carmine_bee-eater,desktop,user,daily,02/03/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,04/03/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,05/03/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,06/03/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,07/03/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,08/03/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,09/03/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,12/03/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,14/03/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,15/03/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,16/03/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,17/03/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,18/03/2017,4
wikipedia,en,Carmine_bee-eater,desktop,user,daily,19/03/2017,3
wikipedia,en,Carmine_bee-eater,desktop,user,daily,20/03/2017,7
wikipedia,en,Carmine_bee-eater,desktop,user,daily,21/03/2017,4
wikipedia,en,Carmine_bee-eater,desktop,user,daily,22/03/2017,3
wikipedia,en,Carmine_bee-eater,desktop,user,daily,23/03/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,24/03/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,25/03/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,26/03/2017,3
wikipedia,en,Carmine_bee-eater,desktop,user,daily,27/03/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,28/03/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,29/03/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,30/03/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,31/03/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,01/04/2017,3
wikipedia,en,Carmine_bee-eater,desktop,user,daily,02/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,04/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,05/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,06/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,07/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,08/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,09/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,10/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,11/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,12/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,13/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,14/04/2017,2
wikipedia,en,Carmine_bee-eater,desktop,user,daily,15/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,16/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,17/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,18/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,19/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,20/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,21/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,22/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,23/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,24/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,25/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,26/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,27/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,28/04/2017,1
wikipedia,en,Carmine_bee-eater,desktop,user,daily,29/04/2017,0
wikipedia,en,Carmine_bee-eater,desktop,user,daily,30/04/2017,2
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,01/01/2017,2
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,02/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,03/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,04/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,05/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,06/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,07/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,08/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,09/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,10/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,11/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,12/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,13/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,14/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,16/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,17/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,18/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,19/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,20/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,21/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,22/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,24/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,25/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,26/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,27/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,28/01/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,29/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,30/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,31/01/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,02/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,03/02/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,04/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,06/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,07/02/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,08/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,09/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,10/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,11/02/2017,2
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,13/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,14/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,16/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,17/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,20/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,22/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,23/02/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,24/02/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,25/02/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,26/02/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,27/02/2017,2
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,28/02/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,01/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,02/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,04/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,05/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,06/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,07/03/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,08/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,09/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,12/03/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,14/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,15/03/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,16/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,17/03/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,18/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,19/03/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,20/03/2017,3
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,21/03/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,22/03/2017,3
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,23/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,24/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,25/03/2017,2
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,26/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,27/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,28/03/2017,4
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,29/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,30/03/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,31/03/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,01/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,02/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,04/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,05/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,06/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,07/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,08/04/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,09/04/2017,3
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,10/04/2017,2
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,11/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,12/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,13/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,14/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,15/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,16/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,17/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,18/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,19/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,20/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,21/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,22/04/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,23/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,24/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,25/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,26/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,27/04/2017,0
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,28/04/2017,2
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,29/04/2017,1
wikipedia,en,Carmine_bee-eater,mobile-web,user,daily,30/04/2017,0
wikipedia,en,cheetah,desktop,user,daily,17/01/2017,0
wikipedia,en,cheetah,desktop,user,daily,23/01/2017,0
wikipedia,en,cheetah,desktop,user,daily,04/02/2017,0
wikipedia,en,cheetah,desktop,user,daily,21/02/2017,0
wikipedia,en,cheetah,desktop,user,daily,23/02/2017,0
wikipedia,en,cheetah,desktop,user,daily,28/02/2017,0
wikipedia,en,cheetah,desktop,user,daily,01/03/2017,2
wikipedia,en,cheetah,desktop,user,daily,02/03/2017,0
wikipedia,en,cheetah,desktop,user,daily,06/03/2017,0
wikipedia,en,cheetah,desktop,user,daily,08/03/2017,0
wikipedia,en,cheetah,desktop,user,daily,15/03/2017,0
wikipedia,en,cheetah,desktop,user,daily,22/03/2017,0
wikipedia,en,cheetah,desktop,user,daily,29/03/2017,2
wikipedia,en,cheetah,desktop,user,daily,30/03/2017,0
wikipedia,en,cheetah,desktop,user,daily,06/04/2017,0
wikipedia,en,cheetah,desktop,user,daily,11/04/2017,0
wikipedia,en,cheetah,desktop,user,daily,14/04/2017,0
wikipedia,en,cheetah,desktop,user,daily,15/04/2017,0
wikipedia,en,cheetah,desktop,user,daily,20/04/2017,1
wikipedia,en,cheetah,desktop,user,daily,21/04/2017,0
wikipedia,en,cheetah,desktop,user,daily,26/04/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,17/01/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,23/01/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,04/02/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,21/02/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,23/02/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,28/02/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,01/03/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,02/03/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,06/03/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,08/03/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,15/03/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,22/03/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,29/03/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,30/03/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,06/04/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,11/04/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,14/04/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,15/04/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,20/04/2017,0
wikipedia,en,cheetah,mobile-web,user,daily,21/04/2017,1
wikipedia,en,cheetah,mobile-web,user,daily,26/04/2017,0
wikipedia,en,Chinstrap_penguin,desktop,user,daily,01/01/2017,65
wikipedia,en,Chinstrap_penguin,desktop,user,daily,02/01/2017,87
wikipedia,en,Chinstrap_penguin,desktop,user,daily,03/01/2017,107
wikipedia,en,Chinstrap_penguin,desktop,user,daily,04/01/2017,136
wikipedia,en,Chinstrap_penguin,desktop,user,daily,05/01/2017,137
wikipedia,en,Chinstrap_penguin,desktop,user,daily,06/01/2017,188
wikipedia,en,Chinstrap_penguin,desktop,user,daily,07/01/2017,87
wikipedia,en,Chinstrap_penguin,desktop,user,daily,08/01/2017,91
wikipedia,en,Chinstrap_penguin,desktop,user,daily,09/01/2017,164
wikipedia,en,Chinstrap_penguin,desktop,user,daily,10/01/2017,153
wikipedia,en,Chinstrap_penguin,desktop,user,daily,11/01/2017,180
wikipedia,en,Chinstrap_penguin,desktop,user,daily,12/01/2017,183
wikipedia,en,Chinstrap_penguin,desktop,user,daily,13/01/2017,181
wikipedia,en,Chinstrap_penguin,desktop,user,daily,14/01/2017,92
wikipedia,en,Chinstrap_penguin,desktop,user,daily,15/01/2017,88
wikipedia,en,Chinstrap_penguin,desktop,user,daily,16/01/2017,121
wikipedia,en,Chinstrap_penguin,desktop,user,daily,17/01/2017,251
wikipedia,en,Chinstrap_penguin,desktop,user,daily,18/01/2017,254
wikipedia,en,Chinstrap_penguin,desktop,user,daily,19/01/2017,222
wikipedia,en,Chinstrap_penguin,desktop,user,daily,20/01/2017,295
wikipedia,en,Chinstrap_penguin,desktop,user,daily,21/01/2017,158
wikipedia,en,Chinstrap_penguin,desktop,user,daily,22/01/2017,127
wikipedia,en,Chinstrap_penguin,desktop,user,daily,23/01/2017,220
wikipedia,en,Chinstrap_penguin,desktop,user,daily,24/01/2017,240
wikipedia,en,Chinstrap_penguin,desktop,user,daily,25/01/2017,220
wikipedia,en,Chinstrap_penguin,desktop,user,daily,26/01/2017,199
wikipedia,en,Chinstrap_penguin,desktop,user,daily,27/01/2017,186
wikipedia,en,Chinstrap_penguin,desktop,user,daily,28/01/2017,89
wikipedia,en,Chinstrap_penguin,desktop,user,daily,29/01/2017,122
wikipedia,en,Chinstrap_penguin,desktop,user,daily,30/01/2017,179
wikipedia,en,Chinstrap_penguin,desktop,user,daily,31/01/2017,261
wikipedia,en,Chinstrap_penguin,desktop,user,daily,01/02/2017,258
wikipedia,en,Chinstrap_penguin,desktop,user,daily,02/02/2017,208
wikipedia,en,Chinstrap_penguin,desktop,user,daily,03/02/2017,215
wikipedia,en,Chinstrap_penguin,desktop,user,daily,04/02/2017,94
wikipedia,en,Chinstrap_penguin,desktop,user,daily,05/02/2017,111
wikipedia,en,Chinstrap_penguin,desktop,user,daily,06/02/2017,178
wikipedia,en,Chinstrap_penguin,desktop,user,daily,07/02/2017,167
wikipedia,en,Chinstrap_penguin,desktop,user,daily,08/02/2017,188
wikipedia,en,Chinstrap_penguin,desktop,user,daily,09/02/2017,164
wikipedia,en,Chinstrap_penguin,desktop,user,daily,10/02/2017,170
wikipedia,en,Chinstrap_penguin,desktop,user,daily,11/02/2017,88
wikipedia,en,Chinstrap_penguin,desktop,user,daily,12/02/2017,107
wikipedia,en,Chinstrap_penguin,desktop,user,daily,13/02/2017,164
wikipedia,en,Chinstrap_penguin,desktop,user,daily,14/02/2017,136
wikipedia,en,Chinstrap_penguin,desktop,user,daily,15/02/2017,152
wikipedia,en,Chinstrap_penguin,desktop,user,daily,16/02/2017,209
wikipedia,en,Chinstrap_penguin,desktop,user,daily,17/02/2017,154
wikipedia,en,Chinstrap_penguin,desktop,user,daily,18/02/2017,76
wikipedia,en,Chinstrap_penguin,desktop,user,daily,19/02/2017,198
wikipedia,en,Chinstrap_penguin,desktop,user,daily,20/02/2017,142
wikipedia,en,Chinstrap_penguin,desktop,user,daily,21/02/2017,212
wikipedia,en,Chinstrap_penguin,desktop,user,daily,22/02/2017,204
wikipedia,en,Chinstrap_penguin,desktop,user,daily,23/02/2017,192
wikipedia,en,Chinstrap_penguin,desktop,user,daily,24/02/2017,213
wikipedia,en,Chinstrap_penguin,desktop,user,daily,25/02/2017,106
wikipedia,en,Chinstrap_penguin,desktop,user,daily,26/02/2017,124
wikipedia,en,Chinstrap_penguin,desktop,user,daily,27/02/2017,170
wikipedia,en,Chinstrap_penguin,desktop,user,daily,28/02/2017,170
wikipedia,en,Chinstrap_penguin,desktop,user,daily,01/03/2017,177
wikipedia,en,Chinstrap_penguin,desktop,user,daily,02/03/2017,166
wikipedia,en,Chinstrap_penguin,desktop,user,daily,03/03/2017,127
wikipedia,en,Chinstrap_penguin,desktop,user,daily,04/03/2017,80
wikipedia,en,Chinstrap_penguin,desktop,user,daily,05/03/2017,99
wikipedia,en,Chinstrap_penguin,desktop,user,daily,06/03/2017,173
wikipedia,en,Chinstrap_penguin,desktop,user,daily,07/03/2017,217
wikipedia,en,Chinstrap_penguin,desktop,user,daily,08/03/2017,151
wikipedia,en,Chinstrap_penguin,desktop,user,daily,09/03/2017,131
wikipedia,en,Chinstrap_penguin,desktop,user,daily,10/03/2017,116
wikipedia,en,Chinstrap_penguin,desktop,user,daily,11/03/2017,92
wikipedia,en,Chinstrap_penguin,desktop,user,daily,12/03/2017,101
wikipedia,en,Chinstrap_penguin,desktop,user,daily,13/03/2017,146
wikipedia,en,Chinstrap_penguin,desktop,user,daily,14/03/2017,118
wikipedia,en,Chinstrap_penguin,desktop,user,daily,15/03/2017,149
wikipedia,en,Chinstrap_penguin,desktop,user,daily,16/03/2017,131
wikipedia,en,Chinstrap_penguin,desktop,user,daily,17/03/2017,112
wikipedia,en,Chinstrap_penguin,desktop,user,daily,18/03/2017,70
wikipedia,en,Chinstrap_penguin,desktop,user,daily,19/03/2017,78
wikipedia,en,Chinstrap_penguin,desktop,user,daily,20/03/2017,122
wikipedia,en,Chinstrap_penguin,desktop,user,daily,21/03/2017,144
