species,day,page views
Black-handed spider monkey (Ateles geoffroyi),19/12/2016,66.00
Black-handed spider monkey (Ateles geoffroyi),20/12/2016,28.00
Black-handed spider monkey (Ateles geoffroyi),21/12/2016,30.00
Black-handed spider monkey (Ateles geoffroyi),22/12/2016,16.00
Black-handed spider monkey (Ateles geoffroyi),23/12/2016,4.00
Black-handed spider monkey (Ateles geoffroyi),24/12/2016,48.00
Black-handed spider monkey (Ateles geoffroyi),25/12/2016,10.00
Black-handed spider monkey (Ateles geoffroyi),26/12/2016,1.00
Black-handed spider monkey (Ateles geoffroyi),27/12/2016,27.00
Black-handed spider monkey (Ateles geoffroyi),28/12/2016,61.00
Black-handed spider monkey (Ateles geoffroyi),29/12/2016,4.00
Black-handed spider monkey (Ateles geoffroyi),30/12/2016,47.00
Black-handed spider monkey (Ateles geoffroyi),31/12/2016,21.00
Blue wildebeest (Connochaetes taurinus),01/01/2016,185.00
Blue wildebeest (Connochaetes taurinus),02/01/2016,105.00
Blue wildebeest (Connochaetes taurinus),03/01/2016,166.00
Blue wildebeest (Connochaetes taurinus),04/01/2016,247.00
Blue wildebeest (Connochaetes taurinus),05/01/2016,478.00
Blue wildebeest (Connochaetes taurinus),06/01/2016,346.00
Blue wildebeest (Connochaetes taurinus),07/01/2016,287.00
Blue wildebeest (Connochaetes taurinus),08/01/2016,277.00
Blue wildebeest (Connochaetes taurinus),09/01/2016,204.00
Blue wildebeest (Connochaetes taurinus),10/01/2016,69.00
Blue wildebeest (Connochaetes taurinus),11/01/2016,583.00
Blue wildebeest (Connochaetes taurinus),12/01/2016,257.00
Blue wildebeest (Connochaetes taurinus),13/01/2016,107.00
Blue wildebeest (Connochaetes taurinus),14/01/2016,436.00
Blue wildebeest (Connochaetes taurinus),15/01/2016,124.00
Blue wildebeest (Connochaetes taurinus),16/01/2016,216.00
Blue wildebeest (Connochaetes taurinus),17/01/2016,306.00
Blue wildebeest (Connochaetes taurinus),18/01/2016,323.00
Blue wildebeest (Connochaetes taurinus),19/01/2016,283.00
Blue wildebeest (Connochaetes taurinus),20/01/2016,307.00
Blue wildebeest (Connochaetes taurinus),21/01/2016,251.00
Blue wildebeest (Connochaetes taurinus),22/01/2016,145.00
Blue wildebeest (Connochaetes taurinus),23/01/2016,178.00
Blue wildebeest (Connochaetes taurinus),24/01/2016,161.00
Blue wildebeest (Connochaetes taurinus),25/01/2016,91.00
Blue wildebeest (Connochaetes taurinus),26/01/2016,274.00
Blue wildebeest (Connochaetes taurinus),27/01/2016,171.00
Blue wildebeest (Connochaetes taurinus),28/01/2016,223.00
Blue wildebeest (Connochaetes taurinus),29/01/2016,220.00
Blue wildebeest (Connochaetes taurinus),30/01/2016,278.00
Blue wildebeest (Connochaetes taurinus),31/01/2016,97.00
Blue wildebeest (Connochaetes taurinus),01/02/2016,164.00
Blue wildebeest (Connochaetes taurinus),02/02/2016,223.00
Blue wildebeest (Connochaetes taurinus),03/02/2016,33.00
Blue wildebeest (Connochaetes taurinus),04/02/2016,50.00
Blue wildebeest (Connochaetes taurinus),05/02/2016,234.00
Blue wildebeest (Connochaetes taurinus),06/02/2016,194.00
Blue wildebeest (Connochaetes taurinus),07/02/2016,153.00
Blue wildebeest (Connochaetes taurinus),08/02/2016,301.00
Blue wildebeest (Connochaetes taurinus),09/02/2016,315.00
Blue wildebeest (Connochaetes taurinus),10/02/2016,126.00
Blue wildebeest (Connochaetes taurinus),11/02/2016,187.00
Blue wildebeest (Connochaetes taurinus),12/02/2016,296.00
Blue wildebeest (Connochaetes taurinus),13/02/2016,134.00
Blue wildebeest (Connochaetes taurinus),14/02/2016,322.00
Blue wildebeest (Connochaetes taurinus),15/02/2016,250.00
Blue wildebeest (Connochaetes taurinus),16/02/2016,244.00
Blue wildebeest (Connochaetes taurinus),17/02/2016,323.00
Blue wildebeest (Connochaetes taurinus),18/02/2016,271.00
Blue wildebeest (Connochaetes taurinus),19/02/2016,349.00
Blue wildebeest (Connochaetes taurinus),20/02/2016,211.00
Blue wildebeest (Connochaetes taurinus),21/02/2016,158.00
Blue wildebeest (Connochaetes taurinus),22/02/2016,189.00
Blue wildebeest (Connochaetes taurinus),23/02/2016,571.00
Blue wildebeest (Connochaetes taurinus),24/02/2016,204.00
Blue wildebeest (Connochaetes taurinus),25/02/2016,351.00
Blue wildebeest (Connochaetes taurinus),26/02/2016,369.00
Blue wildebeest (Connochaetes taurinus),27/02/2016,163.00
Blue wildebeest (Connochaetes taurinus),28/02/2016,414.00
Blue wildebeest (Connochaetes taurinus),29/02/2016,287.00
Blue wildebeest (Connochaetes taurinus),01/03/2016,409.00
Blue wildebeest (Connochaetes taurinus),02/03/2016,358.00
Blue wildebeest (Connochaetes taurinus),03/03/2016,306.00
Blue wildebeest (Connochaetes taurinus),04/03/2016,181.00
Blue wildebeest (Connochaetes taurinus),05/03/2016,439.00
Blue wildebeest (Connochaetes taurinus),06/03/2016,219.00
Blue wildebeest (Connochaetes taurinus),07/03/2016,237.00
Blue wildebeest (Connochaetes taurinus),08/03/2016,302.00
Blue wildebeest (Connochaetes taurinus),09/03/2016,139.00
Blue wildebeest (Connochaetes taurinus),10/03/2016,370.00
Blue wildebeest (Connochaetes taurinus),11/03/2016,336.00
Blue wildebeest (Connochaetes taurinus),12/03/2016,163.00
Blue wildebeest (Connochaetes taurinus),13/03/2016,197.00
Blue wildebeest (Connochaetes taurinus),14/03/2016,158.00
Blue wildebeest (Connochaetes taurinus),15/03/2016,182.00
Blue wildebeest (Connochaetes taurinus),16/03/2016,280.00
Blue wildebeest (Connochaetes taurinus),17/03/2016,242.00
Blue wildebeest (Connochaetes taurinus),18/03/2016,135.00
Blue wildebeest (Connochaetes taurinus),19/03/2016,165.00
Blue wildebeest (Connochaetes taurinus),20/03/2016,28.00
Blue wildebeest (Connochaetes taurinus),21/03/2016,81.00
Blue wildebeest (Connochaetes taurinus),22/03/2016,142.00
Blue wildebeest (Connochaetes taurinus),23/03/2016,401.00
Blue wildebeest (Connochaetes taurinus),24/03/2016,126.00
Blue wildebeest (Connochaetes taurinus),25/03/2016,279.00
Blue wildebeest (Connochaetes taurinus),26/03/2016,191.00
Blue wildebeest (Connochaetes taurinus),27/03/2016,340.00
Blue wildebeest (Connochaetes taurinus),28/03/2016,353.00
Blue wildebeest (Connochaetes taurinus),29/03/2016,220.00
Blue wildebeest (Connochaetes taurinus),30/03/2016,307.00
Blue wildebeest (Connochaetes taurinus),31/03/2016,221.00
Blue wildebeest (Connochaetes taurinus),01/04/2016,299.00
Blue wildebeest (Connochaetes taurinus),02/04/2016,132.00
Blue wildebeest (Connochaetes taurinus),03/04/2016,231.00
Blue wildebeest (Connochaetes taurinus),04/04/2016,203.00
Blue wildebeest (Connochaetes taurinus),05/04/2016,393.00
Blue wildebeest (Connochaetes taurinus),06/04/2016,531.00
Blue wildebeest (Connochaetes taurinus),07/04/2016,477.00
Blue wildebeest (Connochaetes taurinus),08/04/2016,208.00
Blue wildebeest (Connochaetes taurinus),09/04/2016,123.00
Blue wildebeest (Connochaetes taurinus),10/04/2016,292.00
Blue wildebeest (Connochaetes taurinus),11/04/2016,470.00
Blue wildebeest (Connochaetes taurinus),12/04/2016,219.00
Blue wildebeest (Connochaetes taurinus),13/04/2016,384.00
Blue wildebeest (Connochaetes taurinus),14/04/2016,641.00
Blue wildebeest (Connochaetes taurinus),15/04/2016,217.00
Blue wildebeest (Connochaetes taurinus),16/04/2016,214.00
Blue wildebeest (Connochaetes taurinus),17/04/2016,301.00
Blue wildebeest (Connochaetes taurinus),18/04/2016,312.00
Blue wildebeest (Connochaetes taurinus),19/04/2016,159.00
Blue wildebeest (Connochaetes taurinus),20/04/2016,291.00
Blue wildebeest (Connochaetes taurinus),21/04/2016,201.00
Blue wildebeest (Connochaetes taurinus),22/04/2016,96.00
Blue wildebeest (Connochaetes taurinus),23/04/2016,120.00
Blue wildebeest (Connochaetes taurinus),24/04/2016,275.00
Blue wildebeest (Connochaetes taurinus),25/04/2016,163.00
Blue wildebeest (Connochaetes taurinus),26/04/2016,231.00
Blue wildebeest (Connochaetes taurinus),27/04/2016,569.00
Blue wildebeest (Connochaetes taurinus),28/04/2016,375.00
Blue wildebeest (Connochaetes taurinus),29/04/2016,138.00
Blue wildebeest (Connochaetes taurinus),30/04/2016,116.00
Blue wildebeest (Connochaetes taurinus),01/05/2016,147.00
Blue wildebeest (Connochaetes taurinus),02/05/2016,302.00
Blue wildebeest (Connochaetes taurinus),03/05/2016,118.00
Blue wildebeest (Connochaetes taurinus),04/05/2016,275.00
Blue wildebeest (Connochaetes taurinus),05/05/2016,317.00
Blue wildebeest (Connochaetes taurinus),06/05/2016,224.00
Blue wildebeest (Connochaetes taurinus),07/05/2016,88.00
Blue wildebeest (Connochaetes taurinus),08/05/2016,134.00
Blue wildebeest (Connochaetes taurinus),09/05/2016,142.00
Blue wildebeest (Connochaetes taurinus),10/05/2016,294.00
Blue wildebeest (Connochaetes taurinus),11/05/2016,174.00
Blue wildebeest (Connochaetes taurinus),12/05/2016,132.00
Blue wildebeest (Connochaetes taurinus),13/05/2016,162.00
Blue wildebeest (Connochaetes taurinus),14/05/2016,226.00
Blue wildebeest (Connochaetes taurinus),15/05/2016,240.00
Blue wildebeest (Connochaetes taurinus),16/05/2016,162.00
Blue wildebeest (Connochaetes taurinus),17/05/2016,327.00
Blue wildebeest (Connochaetes taurinus),18/05/2016,232.00
Blue wildebeest (Connochaetes taurinus),19/05/2016,138.00
Blue wildebeest (Connochaetes taurinus),20/05/2016,317.00
Blue wildebeest (Connochaetes taurinus),21/05/2016,260.00
Blue wildebeest (Connochaetes taurinus),22/05/2016,97.00
Blue wildebeest (Connochaetes taurinus),23/05/2016,192.00
Blue wildebeest (Connochaetes taurinus),24/05/2016,313.00
Blue wildebeest (Connochaetes taurinus),25/05/2016,172.00
Blue wildebeest (Connochaetes taurinus),26/05/2016,170.00
Blue wildebeest (Connochaetes taurinus),27/05/2016,120.00
Blue wildebeest (Connochaetes taurinus),28/05/2016,175.00
Blue wildebeest (Connochaetes taurinus),29/05/2016,117.00
Blue wildebeest (Connochaetes taurinus),30/05/2016,138.00
Blue wildebeest (Connochaetes taurinus),31/05/2016,130.00
Blue wildebeest (Connochaetes taurinus),01/06/2016,152.00
Blue wildebeest (Connochaetes taurinus),02/06/2016,331.00
Blue wildebeest (Connochaetes taurinus),03/06/2016,261.00
Blue wildebeest (Connochaetes taurinus),04/06/2016,115.00
Blue wildebeest (Connochaetes taurinus),05/06/2016,84.00
Blue wildebeest (Connochaetes taurinus),06/06/2016,151.00
Blue wildebeest (Connochaetes taurinus),07/06/2016,205.00
Blue wildebeest (Connochaetes taurinus),08/06/2016,136.00
Blue wildebeest (Connochaetes taurinus),09/06/2016,163.00
Blue wildebeest (Connochaetes taurinus),10/06/2016,188.00
Blue wildebeest (Connochaetes taurinus),11/06/2016,150.00
Blue wildebeest (Connochaetes taurinus),12/06/2016,145.00
Blue wildebeest (Connochaetes taurinus),13/06/2016,135.00
Blue wildebeest (Connochaetes taurinus),14/06/2016,177.00
Blue wildebeest (Connochaetes taurinus),15/06/2016,136.00
Blue wildebeest (Connochaetes taurinus),16/06/2016,145.00
Blue wildebeest (Connochaetes taurinus),17/06/2016,109.00
Blue wildebeest (Connochaetes taurinus),18/06/2016,95.00
Blue wildebeest (Connochaetes taurinus),19/06/2016,108.00
Blue wildebeest (Connochaetes taurinus),20/06/2016,75.00
Blue wildebeest (Connochaetes taurinus),21/06/2016,79.00
Blue wildebeest (Connochaetes taurinus),22/06/2016,245.00
Blue wildebeest (Connochaetes taurinus),23/06/2016,249.00
Blue wildebeest (Connochaetes taurinus),24/06/2016,179.00
Blue wildebeest (Connochaetes taurinus),25/06/2016,164.00
Blue wildebeest (Connochaetes taurinus),26/06/2016,147.00
Blue wildebeest (Connochaetes taurinus),27/06/2016,87.00
Blue wildebeest (Connochaetes taurinus),28/06/2016,65.00
Blue wildebeest (Connochaetes taurinus),29/06/2016,62.00
Blue wildebeest (Connochaetes taurinus),30/06/2016,107.00
Blue wildebeest (Connochaetes taurinus),01/07/2016,250.00
Blue wildebeest (Connochaetes taurinus),02/07/2016,308.00
Blue wildebeest (Connochaetes taurinus),03/07/2016,135.00
Blue wildebeest (Connochaetes taurinus),04/07/2016,252.00
Blue wildebeest (Connochaetes taurinus),05/07/2016,173.00
Blue wildebeest (Connochaetes taurinus),06/07/2016,121.00
Blue wildebeest (Connochaetes taurinus),07/07/2016,134.00
Blue wildebeest (Connochaetes taurinus),08/07/2016,212.00
Blue wildebeest (Connochaetes taurinus),09/07/2016,150.00
Blue wildebeest (Connochaetes taurinus),10/07/2016,262.00
Blue wildebeest (Connochaetes taurinus),11/07/2016,103.00
Blue wildebeest (Connochaetes taurinus),12/07/2016,118.00
Blue wildebeest (Connochaetes taurinus),13/07/2016,179.00
Blue wildebeest (Connochaetes taurinus),14/07/2016,138.00
Blue wildebeest (Connochaetes taurinus),15/07/2016,107.00
Blue wildebeest (Connochaetes taurinus),16/07/2016,234.00
Blue wildebeest (Connochaetes taurinus),17/07/2016,129.00
Blue wildebeest (Connochaetes taurinus),18/07/2016,141.00
Blue wildebeest (Connochaetes taurinus),19/07/2016,100.00
Blue wildebeest (Connochaetes taurinus),20/07/2016,110.00
Blue wildebeest (Connochaetes taurinus),21/07/2016,169.00
Blue wildebeest (Connochaetes taurinus),22/07/2016,244.00
Blue wildebeest (Connochaetes taurinus),23/07/2016,152.00
Blue wildebeest (Connochaetes taurinus),24/07/2016,111.00
Blue wildebeest (Connochaetes taurinus),25/07/2016,178.00
Blue wildebeest (Connochaetes taurinus),26/07/2016,150.00
Blue wildebeest (Connochaetes taurinus),27/07/2016,202.00
Blue wildebeest (Connochaetes taurinus),28/07/2016,203.00
Blue wildebeest (Connochaetes taurinus),29/07/2016,220.00
Blue wildebeest (Connochaetes taurinus),30/07/2016,82.00
Blue wildebeest (Connochaetes taurinus),31/07/2016,154.00
Blue wildebeest (Connochaetes taurinus),01/08/2016,306.00
Blue wildebeest (Connochaetes taurinus),02/08/2016,87.00
Blue wildebeest (Connochaetes taurinus),03/08/2016,152.00
Blue wildebeest (Connochaetes taurinus),04/08/2016,160.00
Blue wildebeest (Connochaetes taurinus),05/08/2016,341.00
Blue wildebeest (Connochaetes taurinus),06/08/2016,78.00
Blue wildebeest (Connochaetes taurinus),07/08/2016,252.00
Blue wildebeest (Connochaetes taurinus),08/08/2016,174.00
Blue wildebeest (Connochaetes taurinus),09/08/2016,251.00
Blue wildebeest (Connochaetes taurinus),10/08/2016,197.00
Blue wildebeest (Connochaetes taurinus),11/08/2016,94.00
Blue wildebeest (Connochaetes taurinus),12/08/2016,69.00
Blue wildebeest (Connochaetes taurinus),13/08/2016,75.00
Blue wildebeest (Connochaetes taurinus),14/08/2016,195.00
Blue wildebeest (Connochaetes taurinus),15/08/2016,151.00
Blue wildebeest (Connochaetes taurinus),16/08/2016,201.00
Blue wildebeest (Connochaetes taurinus),17/08/2016,240.00
Blue wildebeest (Connochaetes taurinus),18/08/2016,84.00
Blue wildebeest (Connochaetes taurinus),19/08/2016,112.00
Blue wildebeest (Connochaetes taurinus),20/08/2016,85.00
Blue wildebeest (Connochaetes taurinus),21/08/2016,99.00
Blue wildebeest (Connochaetes taurinus),22/08/2016,174.00
Blue wildebeest (Connochaetes taurinus),23/08/2016,174.00
Blue wildebeest (Connochaetes taurinus),24/08/2016,113.00
Blue wildebeest (Connochaetes taurinus),25/08/2016,185.00
Blue wildebeest (Connochaetes taurinus),26/08/2016,201.00
Blue wildebeest (Connochaetes taurinus),27/08/2016,255.00
Blue wildebeest (Connochaetes taurinus),28/08/2016,143.00
Blue wildebeest (Connochaetes taurinus),29/08/2016,155.00
Blue wildebeest (Connochaetes taurinus),30/08/2016,310.00
Blue wildebeest (Connochaetes taurinus),31/08/2016,90.00
Blue wildebeest (Connochaetes taurinus),01/09/2016,204.00
Blue wildebeest (Connochaetes taurinus),02/09/2016,95.00
Blue wildebeest (Connochaetes taurinus),03/09/2016,119.00
Blue wildebeest (Connochaetes taurinus),04/09/2016,71.00
Blue wildebeest (Connochaetes taurinus),05/09/2016,88.00
Blue wildebeest (Connochaetes taurinus),06/09/2016,99.00
Blue wildebeest (Connochaetes taurinus),07/09/2016,194.00
Blue wildebeest (Connochaetes taurinus),08/09/2016,194.00
Blue wildebeest (Connochaetes taurinus),09/09/2016,164.00
Blue wildebeest (Connochaetes taurinus),10/09/2016,100.00
Blue wildebeest (Connochaetes taurinus),11/09/2016,94.00
Blue wildebeest (Connochaetes taurinus),12/09/2016,82.00
Blue wildebeest (Connochaetes taurinus),13/09/2016,148.00
Blue wildebeest (Connochaetes taurinus),14/09/2016,190.00
Blue wildebeest (Connochaetes taurinus),15/09/2016,89.00
Blue wildebeest (Connochaetes taurinus),16/09/2016,151.00
Blue wildebeest (Connochaetes taurinus),17/09/2016,149.00
Blue wildebeest (Connochaetes taurinus),18/09/2016,233.00
Blue wildebeest (Connochaetes taurinus),19/09/2016,101.00
Blue wildebeest (Connochaetes taurinus),20/09/2016,253.00
Blue wildebeest (Connochaetes taurinus),21/09/2016,90.00
Blue wildebeest (Connochaetes taurinus),22/09/2016,127.00
Blue wildebeest (Connochaetes taurinus),23/09/2016,219.00
Blue wildebeest (Connochaetes taurinus),24/09/2016,133.00
Blue wildebeest (Connochaetes taurinus),25/09/2016,253.00
Blue wildebeest (Connochaetes taurinus),26/09/2016,225.00
Blue wildebeest (Connochaetes taurinus),27/09/2016,119.00
Blue wildebeest (Connochaetes taurinus),28/09/2016,124.00
Blue wildebeest (Connochaetes taurinus),29/09/2016,90.00
Blue wildebeest (Connochaetes taurinus),30/09/2016,147.00
Blue wildebeest (Connochaetes taurinus),01/10/2016,159.00
Blue wildebeest (Connochaetes taurinus),02/10/2016,366.00
Blue wildebeest (Connochaetes taurinus),03/10/2016,86.00
Blue wildebeest (Connochaetes taurinus),04/10/2016,187.00
Blue wildebeest (Connochaetes taurinus),05/10/2016,62.00
Blue wildebeest (Connochaetes taurinus),06/10/2016,322.00
Blue wildebeest (Connochaetes taurinus),07/10/2016,79.00
Blue wildebeest (Connochaetes taurinus),08/10/2016,46.00
Blue wildebeest (Connochaetes taurinus),09/10/2016,67.00
Blue wildebeest (Connochaetes taurinus),10/10/2016,67.00
Blue wildebeest (Connochaetes taurinus),11/10/2016,99.00
Blue wildebeest (Connochaetes taurinus),12/10/2016,69.00
Blue wildebeest (Connochaetes taurinus),13/10/2016,168.00
Blue wildebeest (Connochaetes taurinus),14/10/2016,461.00
Blue wildebeest (Connochaetes taurinus),15/10/2016,314.00
Blue wildebeest (Connochaetes taurinus),16/10/2016,78.00
Blue wildebeest (Connochaetes taurinus),17/10/2016,234.00
Blue wildebeest (Connochaetes taurinus),18/10/2016,172.00
Blue wildebeest (Connochaetes taurinus),19/10/2016,233.00
Blue wildebeest (Connochaetes taurinus),20/10/2016,97.00
Blue wildebeest (Connochaetes taurinus),21/10/2016,164.00
Blue wildebeest (Connochaetes taurinus),22/10/2016,119.00
Blue wildebeest (Connochaetes taurinus),23/10/2016,64.00
Blue wildebeest (Connochaetes taurinus),24/10/2016,119.00
Blue wildebeest (Connochaetes taurinus),25/10/2016,74.00
Blue wildebeest (Connochaetes taurinus),26/10/2016,223.00
Blue wildebeest (Connochaetes taurinus),27/10/2016,87.00
Blue wildebeest (Connochaetes taurinus),28/10/2016,171.00
Blue wildebeest (Connochaetes taurinus),29/10/2016,58.00
Blue wildebeest (Connochaetes taurinus),30/10/2016,262.00
Blue wildebeest (Connochaetes taurinus),31/10/2016,226.00
Blue wildebeest (Connochaetes taurinus),01/11/2016,121.00
Blue wildebeest (Connochaetes taurinus),02/11/2016,222.00
Blue wildebeest (Connochaetes taurinus),03/11/2016,79.00
Blue wildebeest (Connochaetes taurinus),04/11/2016,195.00
Blue wildebeest (Connochaetes taurinus),05/11/2016,44.00
Blue wildebeest (Connochaetes taurinus),06/11/2016,64.00
Blue wildebeest (Connochaetes taurinus),07/11/2016,50.00
Blue wildebeest (Connochaetes taurinus),08/11/2016,315.00
Blue wildebeest (Connochaetes taurinus),09/11/2016,282.00
Blue wildebeest (Connochaetes taurinus),10/11/2016,218.00
Blue wildebeest (Connochaetes taurinus),11/11/2016,81.00
Blue wildebeest (Connochaetes taurinus),12/11/2016,142.00
Blue wildebeest (Connochaetes taurinus),13/11/2016,50.00
Blue wildebeest (Connochaetes taurinus),14/11/2016,199.00
Blue wildebeest (Connochaetes taurinus),15/11/2016,76.00
Blue wildebeest (Connochaetes taurinus),16/11/2016,198.00
Blue wildebeest (Connochaetes taurinus),17/11/2016,103.00
Blue wildebeest (Connochaetes taurinus),18/11/2016,84.00
Blue wildebeest (Connochaetes taurinus),19/11/2016,81.00
Blue wildebeest (Connochaetes taurinus),20/11/2016,52.00
Blue wildebeest (Connochaetes taurinus),21/11/2016,406.00
Blue wildebeest (Connochaetes taurinus),22/11/2016,150.00
Blue wildebeest (Connochaetes taurinus),23/11/2016,158.00
Blue wildebeest (Connochaetes taurinus),24/11/2016,78.00
Blue wildebeest (Connochaetes taurinus),25/11/2016,96.00
Blue wildebeest (Connochaetes taurinus),26/11/2016,106.00
Blue wildebeest (Connochaetes taurinus),27/11/2016,53.00
Blue wildebeest (Connochaetes taurinus),28/11/2016,115.00
Blue wildebeest (Connochaetes taurinus),29/11/2016,94.00
Blue wildebeest (Connochaetes taurinus),30/11/2016,182.00
Blue wildebeest (Connochaetes taurinus),01/12/2016,163.00
Blue wildebeest (Connochaetes taurinus),02/12/2016,51.00
Blue wildebeest (Connochaetes taurinus),03/12/2016,71.00
Blue wildebeest (Connochaetes taurinus),04/12/2016,68.00
Blue wildebeest (Connochaetes taurinus),05/12/2016,122.00
Blue wildebeest (Connochaetes taurinus),06/12/2016,141.00
Blue wildebeest (Connochaetes taurinus),07/12/2016,143.00
Blue wildebeest (Connochaetes taurinus),08/12/2016,146.00
Blue wildebeest (Connochaetes taurinus),09/12/2016,123.00
Blue wildebeest (Connochaetes taurinus),10/12/2016,133.00
Blue wildebeest (Connochaetes taurinus),11/12/2016,259.00
Blue wildebeest (Connochaetes taurinus),12/12/2016,84.00
Blue wildebeest (Connochaetes taurinus),13/12/2016,111.00
Blue wildebeest (Connochaetes taurinus),14/12/2016,196.00
Blue wildebeest (Connochaetes taurinus),15/12/2016,138.00
Blue wildebeest (Connochaetes taurinus),16/12/2016,56.00
Blue wildebeest (Connochaetes taurinus),17/12/2016,326.00
Blue wildebeest (Connochaetes taurinus),18/12/2016,201.00
Blue wildebeest (Connochaetes taurinus),19/12/2016,419.00
Blue wildebeest (Connochaetes taurinus),20/12/2016,80.00
Blue wildebeest (Connochaetes taurinus),21/12/2016,75.00
Blue wildebeest (Connochaetes taurinus),22/12/2016,106.00
Blue wildebeest (Connochaetes taurinus),23/12/2016,70.00
Blue wildebeest (Connochaetes taurinus),24/12/2016,104.00
Blue wildebeest (Connochaetes taurinus),25/12/2016,118.00
Blue wildebeest (Connochaetes taurinus),26/12/2016,120.00
Blue wildebeest (Connochaetes taurinus),27/12/2016,108.00
Blue wildebeest (Connochaetes taurinus),28/12/2016,130.00
Blue wildebeest (Connochaetes taurinus),29/12/2016,94.00
Blue wildebeest (Connochaetes taurinus),30/12/2016,287.00
Blue wildebeest (Connochaetes taurinus),31/12/2016,75.00
Boto (Inia geoffrensis),01/01/2016,14.00
Boto (Inia geoffrensis),02/01/2016,68.00
Boto (Inia geoffrensis),03/01/2016,51.00
Boto (Inia geoffrensis),04/01/2016,8.00
Boto (Inia geoffrensis),05/01/2016,26.00
Boto (Inia geoffrensis),06/01/2016,32.00
Boto (Inia geoffrensis),07/01/2016,49.00
Boto (Inia geoffrensis),08/01/2016,57.00
Boto (Inia geoffrensis),09/01/2016,15.00
Boto (Inia geoffrensis),10/01/2016,96.00
Boto (Inia geoffrensis),11/01/2016,162.00
Boto (Inia geoffrensis),12/01/2016,11.00
Boto (Inia geoffrensis),13/01/2016,87.00
Boto (Inia geoffrensis),14/01/2016,162.00
Boto (Inia geoffrensis),15/01/2016,56.00
Boto (Inia geoffrensis),16/01/2016,94.00
Boto (Inia geoffrensis),17/01/2016,32.00
Boto (Inia geoffrensis),18/01/2016,21.00
Boto (Inia geoffrensis),19/01/2016,47.00
Boto (Inia geoffrensis),20/01/2016,22.00
Boto (Inia geoffrensis),21/01/2016,199.00
Boto (Inia geoffrensis),22/01/2016,69.00
Boto (Inia geoffrensis),23/01/2016,39.00
Boto (Inia geoffrensis),24/01/2016,25.00
Boto (Inia geoffrensis),25/01/2016,43.00
Boto (Inia geoffrensis),26/01/2016,37.00
Boto (Inia geoffrensis),27/01/2016,74.00
Boto (Inia geoffrensis),28/01/2016,133.00
Boto (Inia geoffrensis),29/01/2016,29.00
Boto (Inia geoffrensis),30/01/2016,54.00
Boto (Inia geoffrensis),31/01/2016,9.00
Boto (Inia geoffrensis),01/02/2016,6.00
Boto (Inia geoffrensis),02/02/2016,54.00
Boto (Inia geoffrensis),03/02/2016,65.00
Boto (Inia geoffrensis),04/02/2016,46.00
Boto (Inia geoffrensis),05/02/2016,31.00
Boto (Inia geoffrensis),06/02/2016,46.00
Boto (Inia geoffrensis),07/02/2016,20.00
Boto (Inia geoffrensis),08/02/2016,132.00
Boto (Inia geoffrensis),09/02/2016,171.00
Boto (Inia geoffrensis),10/02/2016,38.00
Boto (Inia geoffrensis),11/02/2016,61.00
Boto (Inia geoffrensis),12/02/2016,87.00
Boto (Inia geoffrensis),13/02/2016,23.00
Boto (Inia geoffrensis),14/02/2016,59.00
Boto (Inia geoffrensis),15/02/2016,106.00
Boto (Inia geoffrensis),16/02/2016,22.00
Boto (Inia geoffrensis),17/02/2016,128.00
Boto (Inia geoffrensis),18/02/2016,185.00
Boto (Inia geoffrensis),19/02/2016,135.00
Boto (Inia geoffrensis),20/02/2016,105.00
Boto (Inia geoffrensis),21/02/2016,54.00
Boto (Inia geoffrensis),22/02/2016,181.00
Boto (Inia geoffrensis),23/02/2016,129.00
Boto (Inia geoffrensis),24/02/2016,19.00
Boto (Inia geoffrensis),25/02/2016,172.00
Boto (Inia geoffrensis),26/02/2016,66.00
Boto (Inia geoffrensis),27/02/2016,111.00
Boto (Inia geoffrensis),28/02/2016,46.00
Boto (Inia geoffrensis),29/02/2016,185.00
Boto (Inia geoffrensis),01/03/2016,196.00
Boto (Inia geoffrensis),02/03/2016,27.00
Boto (Inia geoffrensis),03/03/2016,137.00
Boto (Inia geoffrensis),04/03/2016,110.00
Boto (Inia geoffrensis),05/03/2016,132.00
Boto (Inia geoffrensis),06/03/2016,119.00
Boto (Inia geoffrensis),07/03/2016,127.00
Boto (Inia geoffrensis),08/03/2016,72.00
Boto (Inia geoffrensis),09/03/2016,86.00
Boto (Inia geoffrensis),10/03/2016,219.00
Boto (Inia geoffrensis),11/03/2016,63.00
Boto (Inia geoffrensis),12/03/2016,156.00
Boto (Inia geoffrensis),13/03/2016,97.00
Boto (Inia geoffrensis),14/03/2016,50.00
Boto (Inia geoffrensis),15/03/2016,81.00
Boto (Inia geoffrensis),16/03/2016,57.00
Boto (Inia geoffrensis),17/03/2016,51.00
Boto (Inia geoffrensis),18/03/2016,235.00
Boto (Inia geoffrensis),19/03/2016,53.00
Boto (Inia geoffrensis),20/03/2016,1.00
Boto (Inia geoffrensis),21/03/2016,166.00
Boto (Inia geoffrensis),22/03/2016,13.00
Boto (Inia geoffrensis),23/03/2016,181.00
Boto (Inia geoffrensis),24/03/2016,78.00
Boto (Inia geoffrensis),25/03/2016,19.00
Boto (Inia geoffrensis),26/03/2016,24.00
Boto (Inia geoffrensis),27/03/2016,20.00
Boto (Inia geoffrensis),28/03/2016,138.00
